gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group C,some high school,standard,completed,82,85,84
male,group C,bachelor's degree,standard,none,50,37,38
female,group B,high school,free/reduced,completed,58,76,67
male,group C,bachelor's degree,standard,none,78,83,78
female,group E,associate's degree,standard,none,81,82,80
female,group C,some college,standard,none,39,63,61
male,group C,some college,free/reduced,completed,85,85,82
female,group E,some high school,free/reduced,none,61,66,68
male,group B,some college,free/reduced,completed,55,62,56
male,group B,high school,standard,none,92,84,78
male,group B,some college,standard,completed,89,76,80
female,group E,some college,free/reduced,completed,67,72,70
male,group B,some high school,standard,completed,86,92,87
male,group E,some high school,standard,none,76,65,56
male,group C,high school,standard,none,65,66,64
female,group D,bachelor's degree,standard,none,79,100,96
female,group B,some college,standard,none,66,75,72
male,group A,high school,free/reduced,completed,64,64,63
male,group C,bachelor's degree,standard,none,80,67,69
female,group D,some high school,free/reduced,none,38,36,38
female,group A,some college,free/reduced,none,76,86,86
male,group D,associate's degree,standard,completed,58,73,66
male,group E,some college,standard,none,99,85,87
male,group C,some college,standard,none,67,59,52
male,group D,some college,free/reduced,none,63,49,51
male,group D,associate's degree,standard,none,46,49,46
female,group C,high school,free/reduced,none,57,69,59
male,group A,some high school,standard,none,78,71,71
male,group D,associate's degree,standard,none,50,39,49
female,group D,some high school,standard,none,48,46,53
female,group A,some high school,standard,none,37,42,47
male,group D,some college,standard,none,81,75,66
male,group B,some college,standard,none,81,82,78
male,group B,some high school,free/reduced,none,37,44,39
male,group C,some high school,standard,completed,94,93,87
female,group D,some high school,standard,none,67,70,68
male,group C,some college,standard,completed,78,78,80
male,group C,some college,free/reduced,none,56,61,55
female,group E,master's degree,free/reduced,none,64,72,69
male,group B,associate's degree,standard,completed,71,72,70
female,group E,some high school,standard,none,82,86,84
female,group C,high school,standard,none,69,73,73
female,group E,high school,standard,none,70,74,72
female,group B,high school,free/reduced,completed,63,79,69
male,group C,bachelor's degree,standard,none,95,86,80
female,group D,some high school,standard,completed,62,62,64
male,group D,associate's degree,standard,none,57,54,48
male,group B,bachelor's degree,standard,none,77,80,80
female,group C,associate's degree,standard,none,72,77,76
male,group B,some high school,free/reduced,none,44,36,33
female,group D,some high school,standard,none,44,46,48
female,group C,associate's degree,standard,none,79,89,89
female,group D,bachelor's degree,standard,none,78,81,86
male,group B,some college,free/reduced,none,76,73,70
female,group E,some high school,standard,none,75,78,76
male,group C,associate's degree,free/reduced,none,50,65,52
male,group D,high school,standard,none,70,52,49
female,group A,some high school,standard,none,74,86,79
male,group E,bachelor's degree,standard,none,88,72,70
female,group D,high school,standard,none,63,60,67
female,group C,some high school,free/reduced,completed,53,65,70
female,group A,associate's degree,standard,none,70,86,77
female,group A,high school,free/reduced,completed,62,72,68
male,group C,some high school,standard,none,90,81,76
male,group A,some college,standard,none,81,72,66
female,group E,high school,standard,none,70,81,78
female,group E,master's degree,free/reduced,none,90,94,100
female,group C,high school,free/reduced,completed,56,73,67
female,group D,some college,standard,completed,78,91,100
male,group D,some college,standard,none,85,73,71
female,group C,some high school,free/reduced,completed,67,77,79
female,group D,some high school,standard,none,80,99,94
male,group E,high school,standard,none,80,68,64
male,group A,some college,standard,completed,65,68,73
female,group B,some college,standard,none,77,88,91
female,group C,high school,standard,none,61,67,59
female,group D,associate's degree,standard,completed,62,66,68
male,group E,high school,standard,none,90,76,70
female,group E,some high school,standard,none,89,94,95
female,group C,some college,standard,none,60,77,71
female,group B,high school,standard,none,80,84,86
male,group A,high school,standard,completed,80,72,74
female,group C,some high school,standard,none,60,63,56
male,group C,bachelor's degree,standard,completed,80,79,81
male,group E,master's degree,free/reduced,completed,97,90,90
female,group D,high school,standard,none,72,76,81
male,group D,some high school,standard,completed,77,70,75
male,group C,high school,free/reduced,none,61,57,55
female,group C,some high school,free/reduced,completed,82,87,87
male,group D,high school,free/reduced,none,47,40,45
male,group E,bachelor's degree,free/reduced,none,59,45,54
male,group C,some college,standard,none,72,68,65
female,group A,bachelor's degree,standard,completed,84,91,99
male,group D,some high school,free/reduced,none,48,50,44
female,group E,some college,standard,none,63,62,57
female,group E,some college,standard,none,92,95,96
male,group C,some high school,standard,none,61,56,50
male,group C,some college,free/reduced,none,66,53,57
male,group C,associate's degree,standard,none,62,57,53
male,group C,some college,standard,none,60,54,57
female,group C,high school,free/reduced,none,54,72,73
female,group B,some college,standard,none,62,74,69
male,group C,high school,standard,completed,75,72,72
female,group D,some college,standard,completed,73,85,87
female,group E,bachelor's degree,standard,completed,100,100,100
male,group B,high school,standard,none,71,69,66
female,group C,some college,standard,none,60,64,65
female,group D,some college,free/reduced,none,68,69,73
male,group B,high school,standard,none,57,43,47
male,group C,associate's degree,free/reduced,completed,65,71,66
male,group B,some college,free/reduced,none,45,46,37
female,group E,some high school,free/reduced,none,35,57,51
female,group C,bachelor's degree,free/reduced,none,59,69,70
female,group C,associate's degree,standard,completed,42,51,58
male,group D,high school,standard,none,68,67,59
female,group C,some college,standard,completed,89,97,100
female,group C,bachelor's degree,standard,none,66,82,81
female,group D,some high school,standard,completed,63,77,81
male,group C,some college,standard,none,68,73,65
female,group C,some college,standard,completed,47,60,67
male,group B,some college,free/reduced,completed,63,70,68
female,group C,some high school,free/reduced,none,47,51,46
male,group E,some college,standard,completed,89,82,82
male,group D,some college,free/reduced,completed,68,85,84
male,group D,some high school,free/reduced,none,55,57,53
female,group B,some college,standard,completed,66,75,73
female,group C,associate's degree,standard,none,73,87,86
female,group A,bachelor's degree,free/reduced,none,69,83,84
male,group E,bachelor's degree,free/reduced,completed,77,61,68
male,group C,some high school,free/reduced,completed,67,72,77
male,group B,associate's degree,standard,completed,69,65,70
female,group C,some high school,standard,completed,68,86,83
male,group B,some high school,standard,completed,76,74,72
male,group E,master's degree,standard,none,82,66,68
female,group C,master's degree,standard,none,60,64,70
male,group B,bachelor's degree,free/reduced,completed,69,75,74
male,group B,high school,standard,completed,74,71,73
male,group C,some high school,standard,completed,64,70,65
male,group E,some college,standard,none,82,67,65
male,group E,high school,standard,completed,88,73,75
female,group D,some college,free/reduced,completed,53,71,71
male,group D,some college,standard,completed,97,98,94
female,group D,high school,standard,none,57,72,67
male,group C,master's degree,free/reduced,none,51,59,56
female,group E,bachelor's degree,free/reduced,none,60,74,72
female,group C,some college,standard,none,86,87,90
female,group E,some college,free/reduced,none,49,51,53
male,group B,bachelor's degree,standard,completed,90,83,78
male,group B,high school,standard,none,78,76,75
male,group B,associate's degree,standard,none,56,53,43
female,group C,bachelor's degree,free/reduced,none,54,78,68
male,group D,some college,free/reduced,completed,72,77,77
male,group C,master's degree,standard,completed,92,77,84
male,group C,bachelor's degree,standard,none,74,63,58
male,group E,bachelor's degree,standard,none,100,88,86
female,group B,high school,standard,none,66,71,74
male,group C,some high school,free/reduced,none,79,75,68
female,group D,bachelor's degree,standard,none,85,97,95
